"id","grade","grade_suffix","coating","finish","surface_type","surface_protection","form","thickness_min","thickness_max","width_min","width_max","length_min","height_min","height_max","weight_min","weight_max","inner_diameter_min","inner_diameter_max","outer_diameter_min","outer_diameter_max","yield_strength_min","yield_strength_max","tensile_strength_min","tensile_strength_max"
"a8d35e4d-5504-4410-8134-6f329acdf203","S420MC","","","Oiled","","","Coils","","","80","1520","","","","","25000","","","610","610","380","380","450","560"
"7aa469f5-560a-40df-b20d-78bec3ce11c6","CR3","","GI50/50","Hot-dip Galvanized (+Z/+GI)","","","Coils","1","1","812","","","","","15000","20000","","","","","","","",""
"2af9d905-069b-450e-8e7e-155fa7133cc7","DX51D","","Z070","Hot-dip Galvanized (+Z/+GI)","","","Coils","1.4","1.5","","","","","","","","","","","","","","",""
"59be311a-ec7d-4a7a-8881-0acec6e90f15","S700MC","","","Oiled","","","Strips","10","25","","1520","","","","","25000","610","610","","","","","",""
"0505d39d-caad-4152-a9ef-5f808daef26d","S275JR","","","","","Oiled (O)","","","","","","","610","","","","","","","","","","",""
"6ba77453-705f-4cd9-af72-7422e9181734","","","","","","","Coils","","","","1520","","","","","25000","","","","","","","",""
"98c4f5d7-3115-4f5c-8b30-1255bdcbf9e0","16MnCrS5","","","As Rolled (+AR)","","","Round Bars","26","26","26","26","","","","6000","6000","","","","","","","",""
"ce16b1bf-4b65-4b7d-96f0-65ea5027edfc","EK","","Z275","Hot-dip Galvanized (+Z/+GI)","","","","2","2","","","","","","","","","","","","","","",""
"0222eb2e-ceb8-4967-9796-e220209c6b00","S700MC","","","Hot Rolled","","Pickled and Oiled","Coils","2","2","","","","","","10000","25000","610","610","","","","","",""
"1982a20f-640e-4caa-b9e7-3ca15d7e1acb","DX51D","","Z080","Hot-dip Galvanized (+Z/+GI)","","","Coils","1.4","1.5","","","","","","","","","","","","","","",""
"8ded8ec2-f221-4c6d-aadb-fa8294388127","DX51D","","Z075","Hot-dip Galvanized (+Z/+GI)","","","Coils","1.4","1.5","","","","","","","","","","","","","","",""
"876899b2-8a5d-4a2b-a4c9-ec9d2fb2437a","DX51D","","","Hot-dip Galvanized (+Z/+GI)","","","Coils","1.7","2","","","","","","","","","","","","","","",""
"44901b83-64cb-426e-a3f6-84029d330d51","DX51D","","Z120","Hot-dip Galvanized (+Z/+GI)","Minimized spangle, conventional surface (MA)","Chemically passivated (C)","Coils","1.4","1.55","","","","","","","","","","","","","","",""
"8cdb04ae-084c-4d2d-953d-6ba770f3041f","DX51D","","Z275","Hot-dip Galvanized (+Z/+GI)","Minimized spangle, improved surface (MA)","Chemically passivated (C)","Coils","1.5","1.5","1000","1000","","","","25000","25000","","","","","","","",""
"25c46875-dbeb-4ef4-ad33-7aff8384fb2a","S250GD","","Z275","Hot-dip Galvanized (+Z/+GI)","Minimized spangle, improved surface (MA)","Chemically passivated (C)","Coils","1.5","1.5","1000","1000","","","","25000","25000","","","","","","","",""
"fd1a1bae-9d1e-4b71-8100-977de871eca9","16MnCrS5","","","As Rolled (+AR)","","","Round Bars","29","29","29","29","","","","10000","10000","","","","","","","",""
"becb0c7e-a0f7-4597-b463-f65569df62bd","16MnCrS5","","","As Rolled (+AR)","","","Round Bars","33","33","33","33","","","","15000","15000","","","","","","","",""
"7d1b4cd7-be04-4ca5-9c72-ea86343d3ad7","DC01","","ZE25/25","Electro-Galvanized (+ZE)","Conventional surface (AP)","Chemically passivated (C)","Sheets","","","","","","","","48000","48000","","","","","","","",""
"1c833f4c-6814-4d25-871c-7e4e34d5c59e","DC03","","ZE50/50","Oiled","","","","2.5","2.5","","","","","","","","","","","","","","",""
"9038886f-b5e4-4d1c-9df3-01465db66627","CR440Y780T-DP","","GI40/40","Hot-dip Galvanized (+Z/+GI)","Unexposed (intenal parts) (U)","","Coils","1.59","1.81","1246","","","","","","20000","","","","","","","",""
"70477a56-83d2-4429-bbca-b37456aa93f5","S355MC","","","","","","Coils","7.8","8.1","1270","","","","","","","","","","","","","",""
"3cac073e-7495-4752-897e-032196828558","S500MC","","","","","","Coils","8","8","","","","","","","","","","","","","","",""
"106095b4-e2ca-4c88-839c-7045853b7fb0","S700MC","","","","","Oiled (O)","Coils","2","2","610","610","","","","","25000","","","","","","","",""
"091810a2-c819-482c-bed2-07e4a9892de5","DC01","","","Cold Rolled","","Lightly Oiled (L)","Coils","2.5","2.5","","1520","","","","","25000","610","610","","","","","",""
"44bd3941-f209-4d1e-b115-202551dc5d7d","HC340LA","","","Oiled","","","Coils","1.44","1.56","","1520","","","","","25000","610","610","","","","","",""
"f7debce9-443c-40cf-acc9-54bbfcc73ddb","DC02","","","Cold Rolled","","Lightly Oiled (L)","Coils","2.5","2.5","","1520","","","","","25000","610","610","","","","","",""
"5de30f3b-50c7-4d71-9b72-f907f44a9a0a","DC03","","","Cold Rolled","","Lightly Oiled (L)","Coils","2.5","2.5","","1520","","","","","25000","610","610","","","","","",""
"3843f397-a86f-4a58-b327-28cb98d72bfd","DC04","","","Cold Rolled","","Lightly Oiled (L)","Coils","2.5","2.5","","1520","","","","","25000","610","610","","","","","",""
"8dedaf17-28bc-4006-85f5-62a2a7fc58a6","CR240LA","","ZM35/35","Hot-dip zinc magnesium (+ZM)","","Without surface treatment (U)","Coils","0.8","0.8","1318","1318","","","","5000","10000","","","","","","","",""
"b6e03c14-a424-44ec-823e-6f81c2b4d5aa","34MnB5","","","","","","","5","5.15","","","","","","24000","24000","","","","","","","",""
"d9f3a295-f124-4cec-8729-46f01e16159d","26MnB5","","","","","","","3.84","4","","","","","","24000","24000","","","","","","","",""
"5339f5eb-c9c5-4b14-9d04-5714b0c852ae","S235","","","","","","Sheets","8","8","1500","1500","3000","3000","","24000","24000","","","","","","","",""
"4beae167-8451-425d-8532-1c060167e256","DD11","","","","","","Sheets","8","8","1500","1500","3000","3000","","24000","24000","","","","","","","",""
"42bf62d6-cd25-47a9-a95a-7862177ba0a8","DD11","","","","","","","2.2","2.5","","","","","","20000","20000","","","","","","","",""
"ec54c295-a5d5-4344-8707-3e32ace0e99a","S500MC","","","","","","","2.2","2.5","","","","","","20000","20000","","","","","","","",""
"7fbe0396-dc55-421f-ac43-cddb850605a8","S235JR","","","","","Oiled (O)","Coils","3","3","85","1520","","","","","25000","610","610","","","320","","",""
"b83e92ca-8f0d-4d7e-8f34-427a248d13a4","S235JR","","","","","","Plates","10","10","1500","1500","3000","3000","","96000","96000","","","","","","","",""
"b986a749-ebe0-4954-9ff2-fba6a4fe4725","S320MC","","","","","","Plates","10","10","1500","1500","3000","3000","","96000","96000","","","","","","","",""
"bf6a1dea-972e-4f53-8162-9bf22ea28fd0","S460MC","","","","","Oiled (O)","Coils","3","3","60","1520","","","","","25000","610","610","","","","","",""
"49b46df7-ed96-418f-a3f4-0f16bc51adee","CR240LA","","","Cold Rolled","Unexposed (intenal parts) (U)","","Slit Coils","2.92","3.08","147","","","","","3000","3000","","","","","","","",""
"e0afcea5-f091-4db3-afa2-c7370146f983","S550MC","","","","","Oiled (O)","Coils","4","4","840","840","","","","","","","","","","","","",""
"7fdb15bd-33cb-49b4-9b05-c859552aeb45","16MnCrS5","","","As Rolled (+AR)","","","Round Bars","41","41","41","41","","","","15000","15000","","","","","","","",""
"e564f964-2380-40fa-8a3a-9f3fdb307e36","16MnCrS5","","","As Rolled (+AR)","","","Round Bars","37","37","37","37","","","","5000","5000","","","","","","","",""
"773eb672-cbd1-446f-a43c-a46ef6aff936","16MnCrS5","","","As Rolled (+AR)","","","Round Bars","48","48","48","48","","","","10000","10000","","","","","","","",""
"3e8c278a-87e5-489b-b525-6f4e64022740","16MnCrS5","","","As Rolled (+AR)","","","Round Bars","26","26","26","26","","","","6000","6000","","","","","","","",""
"8d8d0828-386e-4840-8faa-64cbfb7dacaa","16MnCrS5","","","As Rolled (+AR)","","","Round Bars","29","29","29","29","","","","10000","10000","","","","","","","",""
"d54a4fc9-67d5-407f-8ee2-b4110feaefd9","16MnCrS5","","","As Rolled (+AR)","","","Round Bars","33","33","33","33","","","","15000","15000","","","","","","","",""
"6da64cb9-668e-48c2-a3e7-a9a34f47ad0f","16MnCrS5","","","As Rolled (+AR)","","","Round Bars","41","41","41","41","","","","15000","15000","","","","","","","",""
"50d0ffaf-2534-42ea-954b-f642c65590d2","16MnCrS5","","","As Rolled (+AR)","","","Round Bars","37","37","37","37","","","","5000","5000","","","","","","","",""
"695dc95d-2721-42e4-b3df-5844d4a71df6","16MnCrS5","","","As Rolled (+AR)","","","Round Bars","48","48","48","48","","","","10000","10000","","","","","","","",""
"8ba8edcd-fdd5-47b2-ba49-09ca4b30b861","S235JR","","","Oiled","","","Coils","","","25","30","","","","","25000","610","610","","","","","",""
"328d43fd-537d-4839-8f3b-372a1f3b1cd5","DX51D","","Z275","Hot-dip Galvanized (+Z/+GI)","","","Coils","2.5","2.5","1250","1250","","","","8000","16000","","","","","","","",""
"82cae7c3-5dec-4837-8089-1f622fae6031","DC01","","","Oiled","","","Sheets","2","2","1000","1000","","","","15000","15000","","","","","","","",""
"1eec9abb-e459-484f-8972-8a070653014f","DC05","","ZE75/75","Electro-Galvanized (+ZE)","Conventional surface (A)","Oiled (O)","Coils","2.25","2.25","960","960","","","","","","","","","","","","",""
"2f9b77a7-eea1-45c4-9fa3-0e6885fcdc62","DC04","","ZE75/75","Electro-Galvanized (+ZE)","Conventional surface (A)","Oiled (O)","Coils","1","1","800","800","","","","","","","","","","","","",""
"2b1467df-c8b6-4d37-b7a5-27a8a1f0b690","DC01","","ZE25/25","Electro-Galvanized (+ZE)","Conventional surface (A)","Chemically passivated (C)","Coils","3","3","1000","1000","","","","15000","20000","","","","","","","",""
"7a20ea92-a5da-4ea0-872c-dcff2c1d2d1c","HX260LAD","","Z100","Hot-dip Galvanized (+Z)","Minimized spangle, improved surface (MB)","Oiled (O)","Coils","1.5","1.5","","","","","","","","","","","","","","",""
"18649f21-ffff-4ba8-bf6b-896980189730","CR240LA","","GI50/50","Hot-dip Galvanized (+GI)","","Oiled (O)","Coils","1.5","1.5","","","","","","","","","","","","","","",""
"23de5fff-8e9e-4227-af53-dbd9ef88b283","S235JR","","","","","","Heavy Plates","12","12","1500","1500","3000","3000","","48000","48000","","","","","","","",""
"060dc120-fb25-4b65-af20-2aa30d5c7f56","S320MC","","","","","","Heavy Plates","12","12","1500","1500","3000","3000","","48000","48000","","","","","","","",""
"f49e8eb2-788c-4dd0-b4ae-c0943a041a7c","HC260LA","","","","","Oiled (O)","Coils","2.5","2.5","860","860","","","","","","","","","","","","",""
"aaf54e3e-3adc-47c3-a55a-28c9f057a3e7","DC03ED","","","","","","Coils","2","2","1500","1500","","","","","","","","","","","","",""
"b1a68092-cb57-4931-9b72-17ffd1fb532e","DC03EK","","","","","","Coils","2","2","1500","1500","","","","","","","","","","","","",""
"0ec22b51-04d6-4100-8183-58951a86d7a4","DC01ED","","","","","","Coils","","","","","","","","","","","","","","","","",""
"f06908ec-569e-4df8-b99e-1856c8d3eaf5","DC01EK","","","","","","Coils","","","","","","","","","","","","","","","","",""
"c2d81561-4a6f-4457-8e98-0432fa4769e1","S355K2+N","","","","","","Plates","28","28","3700","3700","12470","12470","","165362.18","165362.18","","","","","","","",""
"9b2bb8e8-ff04-4cf5-886b-0831473dde11","DC01","","ZE25/25","Bright","","","Slit Coils","0.7","0.7","135","135","","","","6000","6000","","","","","","","",""
"14801f01-3697-4034-a4a1-9d418eba55e2","DC01","","ZE75/75","Bright","","","Slit Coils","0.7","0.7","135","135","","","","6000","6000","","","","","","","",""
"c03db603-2a52-4882-8f96-b0f2481118b1","DC01","","ZE25/25","Bright","","","Strips","1.5","1.5","175","175","","","","4000","4000","","","","","","","",""
"3b22b1ac-5583-4b3b-84c9-38274816dd81","DC01","","ZE75/75","Bright","","","Strips","1.5","1.5","175","175","","","","4000","4000","","","","","","","",""
"ccf6f92d-5572-4fef-8ab3-e501ebfc280b","HC420LA","","","Cold Rolled (+CR)","","Lightly Oiled (L)","Coils","1.5","1.5","828","1520","","","","20000","25000","","","","","","","",""
"49026fd4-c9bd-4c36-a4f6-420f3fbbbbf0","S235","","","Hot Rolled","","","Plates","8","18","","","","","","","","","","","","","","",""
"b247e3a1-da63-4a2f-b0b2-49289e77d5bb","","","GA50/50","Galvannealed (+ZF/+GA)","","","Coils","","","","","","","","","","","","","","","","",""
"8deec7df-44de-442b-af3a-d520e18d3c81","","","GA60/60","Galvannealed (+ZF/+GA)","","","Coils","","","","","","","","","","","","","","","","",""
"70770051-5ba0-4cf9-80da-e50674b4a7ea","S235JR","","","Oiled","","","Coils","","","","1520","","","","","25000","610","610","","","","","",""
"5d33748c-4c59-4779-80fe-8cf7a7d571c9","HC420LA","","","","","","","2.3","2.3","","","","","","","","","","","","","","",""
"a93f68cd-c7b1-4d70-921d-d6334d7da15c","","","GA80/80","Galvannealed (+ZF/+GA)","","","Coils","","","","","","","","","","","","","","","","",""
"a6e9a377-5687-4edf-83a5-291af9a1d8a5","DX54D","","ZF095","Galvannealed (+ZF/+GA)","","","Sheets","0.97","1.05","7","10","","","","","","","","","","","","",""
"d9bdd024-3ff6-442d-8147-15265942757b","DX54D","","ZF105","Galvannealed (+ZF/+GA)","","","Sheets","0.97","1.05","7","10","","","","","","","","","","","","",""
"b821eb9a-5f16-4339-86e9-787ceab5cb2b","DX51D","","ZF090","Galvannealed (+ZF/+GA)","","","Sheets","1.2","1.3","7","10","","","","","","","","","","","","",""
"eeadf33e-dd7d-4384-acc3-435f26826c13","DX51D","","ZF095","Galvannealed (+ZF/+GA)","","","Sheets","1.2","1.3","7","10","","","","","","","","","","","","",""
"fc80a1d1-44b2-4757-afd0-30be45e59af0","CR380LA","","","","","","","2.3","2.3","","","","","","","","","","","","","","",""
"59a4f452-167b-4893-afef-62205a823ade","DC04","","","Slightly Oiled","","Oiled (O)","Coils","1.73","1.8","20","25","","","","","","","","","","","","",""
"d0a90019-8dba-4281-bf19-07884317e2c4","S600MC","","","Oiled","","","Coils","","","","1520","","","","","25000","610","610","","","","","",""
"b2fa598e-1498-4de5-aa67-539d814f5ad1","S355MC","","","Oiled","","","","4.35","4.65","","1520","","","","","25000","","","610","610","","","",""
"131578c4-8d9a-4617-98bb-5e92897b6e2b","S460","","","","","Oiled (O)","","22","25","","1520","","","","","25000","","610","","","","","570","710"
"6d31af44-ddbe-4dcf-8c21-943a8b296358","DX51D","","ZF105","Galvannealed (+ZF/+GA)","","","Sheets","1.2","1.3","7","10","","","","","","","","","","","","",""
"6bc6f3f2-8fb2-4e5a-b2dc-95ef579ae6fb","DC01","","ZE25/25","Electro-Galvanized (+ZE)","Conventional surface (A)","Chemically passivated (C)","Coils","0.4","0.4","","","","","","20000","24000","","","","","","","",""
"c17fd062-2be1-47b2-ae19-1eb98c17badb","S355MC","","","Hot Rolled","","Pickled and Oiled","Coils","1.7","1.9","","","","","","","","","","","","","","",""
"df704dd7-6104-441f-82c8-7513c080e190","S355MC","","","Hot Rolled","","Pickled and Oiled","Coils","1.5","1.5","","1520","","","","","25000","610","610","","","","","",""
"b02b9cb9-e27d-4b85-9d17-22d5c5f87416","S315MC","","","Hot Rolled","","Pickled and Oiled","Coils","1.5","1.5","","1520","","","","","25000","610","610","","","","","",""
"a25cd392-c57c-48d2-90c6-985a2ee4b831","S275JR","","","Hot Rolled","","Pickled and Oiled","Coils","1.5","1.5","","1520","","","","","25000","610","610","","","","","",""
"3c805faf-d666-44d9-b07a-07b9f8197915","S500MC","","","","","Oiled (O)","","22","25","","1520","","","","","25000","","610","","","","","570","710"
"c4aa5885-0b99-4fc6-bc5e-f77e55a19b36","S355JR","","","","","Oiled (O)","","22","25","","1520","","","","","25000","","610","","","","","570","710"
"ff74c084-487f-4cdb-892d-8d62901b935d","S380MC","","","oiled","","","Coils","","","","1520","","","","","25000","","610","","","","","",""
"aafdee84-7b34-40d0-bda0-1f1ac409258b","S460","","","","","O","Coils","","","","1520","","","","","25000","610","610","","","","","570","710"
"e51f4d51-a202-4923-8241-0c3aa2984709","HC260LA","","","Cold Rolled (+CR)","Conventional surface, normal (Am)","Oiled (O)","Coils","2.5","2.5","1242","","","","","20","","","","","","","","",""
"ac846c9f-9e64-46ed-8554-9bec7d3bd076","S500MC","","","","","O","Coils","","","","1520","","","","","25000","610","610","","","","","570","710"
"051758b5-f714-4bb4-b535-575cb63ac085","","","","","","","","","","","","","","","","","","","","","","","",""
"3f5e6441-4ec3-4f3a-ae4e-fa6c3622e6a8","S355MC","","","","","","Coils","","","1650","1650","","","","27000","28000","","","","","","","",""
"dc5f767e-bae2-4777-942f-25fcf101ccc3","S355MC","","","","","","Sheets","6","6","1550","1550","7170","7170","","65000","65000","","","","","","","",""
"e6c8bda4-bc54-421b-b07e-ca238196a773","","","","","","","","","","","","","","","","","","","","","","","",""
"314be464-4d5d-4414-b61b-866ec86f72ae","DD12","","","Hot Rolled","","","Coils","1.3","1.3","600","1520","","","","","25000","610","610","","","","","270",""
"8b87f62b-2ea7-4f41-8997-374112936b0d","DD13","","","Hot Rolled","","","Coils","1.3","1.3","600","1520","","","","","25000","610","610","","","","","270",""
"02f5037e-c66e-485e-860a-e26abd7a84c6","S700MC","","","Oiled","","Oiled (O)","Coils","2","2","1500","1500","","","","","25000","610","610","","","","","",""
"74afe9b8-0f73-4cad-a08c-471d95211a6e","S235","","","","","","Plates","14","14","2000","2000","6000","6000","","75000","75000","","","","","","","",""
"5d1a8a3e-82f8-4d62-8327-59d69475e038","S235","","","","","","Plates","14","14","2000","2000","6000","6000","","75000","75000","","","","","","","",""
"9f3ec57a-62a4-4254-9642-02796bf98def","S355","","","","","","Plates","14","14","2000","2000","6000","6000","","75000","75000","","","","","","","",""
"09feb63e-16f8-4cb0-a405-3cb0ed18fb03","S355","","","","","","Plates","14","14","2000","2000","6000","6000","","75000","75000","","","","","","","",""
"a2ad7cab-075e-4515-9ecc-fbff20abce74","S600MC","","","Untreated (+U)","","Without surface treatment (U)","Coils","7.5","8.1","1210","1210","","","","100000","100000","760","760","","1980","","","",""
"49d973b7-ff5e-4c5c-abef-eefda09edb85","DC01","","ZE25/25","Electro-Galvanized (+ZE)","Conventional surface (A)","Chemically passivated (C)","Coils","0.4","0.4","","","","","","20000","24000","","","","","","","",""
"ee22b2f0-e7ed-4a5e-ad53-8fda934ede08","DC01","","ZE25/25","Electro-Galvanized (+ZE)","Conventional surface (A)","Phosphated and chemically passivated (PC)","Coils","0.4","0.4","","","","","","20000","24000","","","","","","","",""
"16406759-f46f-4428-8e38-ab14c2ff84a4","DC01","","ZE25/25","Electro-Galvanized (+ZE)","Conventional surface (A)","Dry","Coils","0.4","0.4","","","","","","20000","24000","","","","","","","",""
"ac863d68-74f7-4638-8eca-0f6a9d870a84","DX51D","","Z275","Hot-dip Galvanized (+Z/+GI)","Minimized spangle, conventional surface (MA)","Oiled (O)","Coils","0.7","0.7","","","","","","24000","24000","","","","","","","",""
"2ce4c4ed-be30-4d29-9fab-7cf5b41b2c05","42CrMoS4","","","Quenched and Tempered (+QT)","","","Round Bars","135","135","135","135","5200","5400","","54000","54000","","","","","","","",""
"c02ac938-a3f5-4c69-a2db-375afa85f548","DD11","","","Oiled","","","Slit Coils","","","","1520","","","","20000","25000","610","610","","","","","",""
"5950b14f-1946-4a02-9467-7ebbbf57c059","S700MC","","","","","Oiled (O)","","","","1520","1520","","","","25000","25000","610","610","","","","","",""
"2a8234dc-6c22-4bd5-8227-d5d95e0ee35f","S235JR","","","Oiled","","","Slit Coils","","","","1520","","","","20000","25000","610","610","","","","","",""
"67eca900-d9cd-43fb-8212-61ff787750e9","S235JR","","","Oiled","","","Coils","5.85","6.05","","1520","","","","","25000","610","610","","","260","","",""
"e77c99c8-bb4a-48d3-9003-2e8a13343009","S315MC","","","Oiled","","","Slit Coils","4","4","","1520","","","","","25000","610","610","","","","","",""
"eef7ad56-cb44-4dac-b91f-c79ace18a852","A182 F22","","","Forged","","","Round Bars","","","160","160","3000","3000","","","","","","","","","","",""
"03b99bdc-990c-4e85-af10-d9fd5ffd2a54","S275","","","","","","Plates","50","60","1500","8000","","","","","","","","","","355","","430","630"
"63f64346-5267-4294-8275-641229cf295b","S700MC","","","Oiled","","","Coils","","","1520","1520","","","","","25000","","","610","610","","","",""
"e81f4397-666b-481c-bd6b-caf8001acc5f","S355MC","","","Untreated (+U)","","","Coils","","","610","610","","","","40000","40000","","","","","","","",""
"87ba0db6-dcd7-419a-b043-d32652eb4c05","DC01","","","Oiled","","","Coils","1.6","1.6","","1520","","","","15000","25000","","","","","","","",""
"69e4f43c-6d81-4549-8c6a-9ceaea217782","DC01","","","Cold Rolled","","","Sheets","2","2","1500","1500","3000","3000","","","200000","","","","","","","",""
"c1a4cdd4-33c4-4e42-868c-d7eaf31c0047","DC04","","","Oiled","","","Slit Coils","","","","1520","","","","","25000","","","","","","","",""
"4f8a1f25-d2ec-4387-b42e-dbdc9988b5c9","CR4","","","","","Without surface treatment (U)","Plates","1","1","1660","1660","2070","2070","","11000","11000","","","","","","","",""
"d5cfd36a-b4c2-47a8-9ede-8fe6062a6b93","S450GD","","Z115","Hot-dip Galvanized (+Z/+GI)","","Lightly Oiled (L)","Sheets","3","3","","","","","","","","","","","","","","",""
"247540aa-da52-420c-927c-8a12dc624261","S450GD","","Z120","Hot-dip Galvanized (+Z/+GI)","","Lightly Oiled (L)","Sheets","3","3","","","","","","","","","","","","","","",""
"40a4811c-525a-4e22-949d-5a064fc3483a","S235JR","","","Oiled","","","Coils","2.92","3.08","","1520","","","","","25000","610","610","","","","","",""
"79a3cf7b-b5e4-42c2-9b38-2c4e2afe6b2d","DD11","","","Oiled","","","Coils","2.92","3.08","","1520","","","","","25000","610","610","","","","","",""
"75984bdb-cfc1-44ab-94d2-670affc0945f","DC05","","","Cold Rolled","Unexposed (intenal parts) (U)","","Sheets","1","1","1660","1660","2070","2070","","11000","11000","","","","","","","",""
"ebe864eb-1fc8-49c3-977e-c15e38d0e96d","CR440Y780T-DP","","","Cold Rolled","Unexposed (intenal parts) (U)","","Sheets","1.5","1.5","600","","1980","1980","","5700","5700","","","","","","","",""
"a17358c1-aece-44b4-bd08-696a32857e28","DX51D","","Z080","Hot-dip Galvanized (+Z/+GI)","","","Coils","0.95","1","","","","","","","","","","","","","","",""
"46bdf019-e50b-433a-9a12-2a18f201af9b","S355MC","","","Oiled","","","Plates","5.3","5.5","600","1550","","","","","","","","","","","","",""
"38e84d7e-d4d0-43ec-9146-2650aea5e1c6","HX260LAD","","Z100","Hot-dip Galvanized (+Z/+GI)","Minimized spangle, improved surface (MB)","Oiled (O)","Coils","1.5","1.5","","","","","","","","","","","","","","",""
"25c1bb09-a905-4957-993b-2bf0d25ad0af","CR240LA","","GI50/50","Hot-dip Galvanized (+Z/+GI)","Unexposed (intenal parts) (U)","Oiled (O)","Coils","1.5","1.5","","","","","","","","","","","","","","",""
"5129abc6-b09b-4ff1-b4c1-22c846d12a81","HX420LAD","","Z100","Hot-dip Galvanized (+Z/+GI)","Minimized spangle, improved surface (MB)","Oiled (O)","Coils","2","2","","","","","","","","","","","","","","",""
"0be5aa4c-6c29-4d29-97f2-7e753d2d550d","CR380LA","","GI50/50","Hot-dip Galvanized (+Z/+GI)","Unexposed (intenal parts) (U)","Oiled (O)","Coils","2","2","","","","","","","","","","","","","","",""
"a83843ec-d159-437c-aec6-0e97551aa0ec","HC420LA","","","","","Oiled (O)","Coils","1.94","2.06","1280","","","","","100000","150000","","","","","","","",""
"1c18511f-b2e5-49f2-bcc6-154d47355880","HC420LA","","","","","","Sheets","0.01","0.11","","","","","","3000","5000","","","","","","","",""
"14d3a7bb-ca6a-41b1-9ece-b6aaf30ffbef","DD14","","","","","Oiled (O)","Sheets","1.37","1.63","1145","1145","","","","50000","50000","","","","","","","",""
"48bb00b0-f517-4593-b7ec-1a34b212f362","HC340LA","","","","","","Sheets","0.74","0.86","1250","1250","","","","5000","5000","","","","","","","",""
"bc172132-4cc5-4994-96b0-0f938033c6f3","DC03","","","","","","Plates","3.9","4.1","","","","","","5000","10000","","","","","","","",""
"8959c1d6-64d7-4ac4-ba8f-f8da79ae0a0e","DC04","","","","","","Plates","3.9","4.1","","","","","","5000","10000","","","","","","","",""
"de6b456d-3097-4e8a-a61f-0d9fb1625f4f","HC700","","","","","","Coils","1.15","1.35","1260","","","","","2500","2500","","","","","","","",""
"23107bf4-7406-421e-a2d8-5477a5e23431","DD13","","","Hot Rolled","","","Coils","2.7","3","","","","","","","","","","","","","","",""
"b6eeaa0d-7025-4ab9-96d6-3d2d6c5b968c","DD14","","","","","Oiled (O)","Sheets","1.7","1.7","","","","","","60000","60000","","","","","","","",""
"b350dddc-4e83-4d2f-a56c-7f58652160cf","DX51D","","Z275","Hot-dip Galvanized (+Z/+GI)","Minimized spangle, conventional surface (MA)","Chemically passivated (C)","Coils","0.7","0.7","1500","1500","","","","30000","30000","","","","","","","",""
"939123af-123d-4c66-825a-423307bbbebd","HC380LA","","","Oiled","","","Coils","1.14","1.26","","1520","","","","","25000","610","610","","","","","",""
"e8b7f91a-0686-48e4-81fb-6850617a41df","S235JR","","","Oiled","","","","","","610","610","","","","","25000","","","","","","","",""
"17a21e69-71b8-46c0-bb5b-b6699a9e04cc","S500","","","Oiled","","","Slit Coils","","","25","25","","","","","25000","610","610","","","","","600","700"
"e2f4cd4c-88d2-4327-8ff3-1a61aa9ed4b8","11SMn30","","","+AR","","","Round Bars","","","85","85","6000","6000","","6000","6000","","","","","","","",""
"1096abc1-e6d5-41e4-9f75-a2c8e15b4f5f","S450GD","","Z140","Hot-dip Galvanized (+Z/+GI)","","Lightly Oiled (L)","Sheets","3","3","","","","","","","","","","","","","","",""
"a90d5a2e-cb06-485d-96ff-54904c820784","HCT590X","","","Oiled","","Oiled (O)","Coils","0.74","0.86","1000","1250","2000","2500","","","","","","","","","","",""
"72b43944-8561-4269-ba82-96abf8e55f73","DP600","","ZF100","Galvannealed","Regular zinc-iron alloy coating, improved surface (RB)","Oiled (O)","Coils","1.4","1.4","990","","","","","","","","","","","","","",""
"f7a78710-b1b6-4564-ace1-d670c574ef91","HCT590X","","ZF100","Galvannealed","Regular zinc-iron alloy coating, improved surface (RB)","Oiled (O)","Coils","1.4","1.4","990","","","","","","","","","","","","","",""
"807744cd-762d-499c-bbfa-810b9a63ac12","HX420LAD","","Z100","Hot-dip Galvanized (+Z/+GI)","Minimized spangle, improved surface (MB)","Oiled (O)","Coils","1.5","1.5","","","","","","","","","","","","","","",""
"23325a7f-fde1-4305-8c73-2dd57cb8e89b","HX180YD","","Z100","Hot-dip Galvanized (+Z/+GI)","Minimized spangle, improved surface (MB)","Oiled (O)","Coils","1.1","1.3","1230","","","","","40000","40000","","","","","","","",""
"62ada5a9-d81a-497f-90c6-5522f3fe5e6b","HX420LAD","","Z100","Hot-dip Galvanized (+Z/+GI)","Minimized spangle, improved surface (MB)","Oiled (O)","Coils","1.37","1.63","1274","","","","","40000","40000","","","","","","","",""
"9e9de727-c98b-445d-8d95-06c5f74a5516","DX54D","","","Hot-dip Galvanized (+Z/+GI)","","","Coils","0.45","0.6","1350","1350","","","","","","","","","","","","",""
"98baf810-a4ed-48a4-97b5-383e1066ab63","S350GD","","Z120","Hot-dip Galvanized (+Z/+GI)","","","Coils","1.4","1.4","1250","1250","","","","8000","12000","","","","","","","",""
"b8e2c39b-dbc7-476b-9792-1551190c5869","HC660XD","","","Cold Rolled","","","Coils","0.7","0.7","990","","","","","20000","20000","","","","","","","",""
"29a51f3d-117e-47b4-9792-eb003831b356","St22","","","Cold Rolled (+CR)","","","Coils","2","2","1410","1410","","","","80000","80000","","","","","","","380","450"
